Journal_Name,Index_Category
PHARMACOECONOMICS,SSCI/SCIE/SCI
Philosophia Mathematica,SCIE/SCI/AHCI
Philosophy Ethics and Humanities in Medicine,SSCI/SCIE/SCI/AHCI
PHILOSOPHY OF SCIENCE,SSCI/SCIE/SCI/AHCI
PHILOSOPHY OF THE SOCIAL SCIENCES,SSCI/SCI/AHCI
PHONETICA,SSCI/SCIE/SCI/AHCI
Phonology,SSCI/SCI/AHCI
PHYSICAL & OCCUPATIONAL THERAPY IN PEDIATRICS,SSCI/SCIE/SCI
Physical Review Physics Education Research,SSCI/SCIE/SCI
PHYSICS IN PERSPECTIVE,SSCI/SCIE/SCI
PHYSIOLOGY & BEHAVIOR,SSCI/SCIE/SCI
Planning Perspectives,SSCI/SCI/AHCI
POETICS,SSCI/SCI/AHCI
Politics and Religion,SSCI/SCI/AHCI
Politics Religion & Ideology,SSCI/SCI/AHCI
Porta Linguarum,SSCI/SCI/AHCI
Postcolonial Studies,SSCI/SCI/AHCI
Postmedieval-A Journal of Medieval Cultural Studies,SSCI/SCI/AHCI
Poznan Studies in Contemporary Linguistics,SSCI/SCI/AHCI
Praehistorische Zeitschrift,SSCI/SCI/AHCI
Pragmatics,SSCI/SCI/AHCI
Pragmatics and Society,SSCI/SCI/AHCI
Pragmatics & Cognition,SSCI/SCI/AHCI
Pratiques Psychologiques,SSCI/SCIE/SCI
Preventing Chronic Disease,SSCI/SCIE/SCI
PROBUS,SSCI/SCI/AHCI
PSYCHIATRIC SERVICES,SSCI/SCIE/SCI
PSYCHIATRIE DE L ENFANT,SSCI/SCIE/SCI
PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES,SSCI/SCIE/SCI
Psychiatry Investigation,SSCI/SCIE/SCI
PSYCHIATRY RESEARCH,SSCI/SCIE/SCI
Psychoanalysis and History,SSCI/SCI/AHCI
PSYCHOLOGICAL MEDICINE,SSCI/SCIE/SCI
PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,SSCI/SCIE/SCI
Psychology Health & Medicine,SSCI/SCIE/SCI
Psychology of Aesthetics Creativity and the Arts,SSCI/SCI/AHCI
Psychology of Music,SSCI/SCI/AHCI
Psychology of Religion and Spirituality,SSCI/SCI/AHCI
Psychology of Sexual Orientation and Gender Diversity,SSCI/SCIE/SCI
PSYCHOLOGY OF SPORT AND EXERCISE,SSCI/SCIE/SCI
PSYCHOMETRIKA,SSCI/SCIE/SCI
PSYCHO-ONCOLOGY,SSCI/SCIE/SCI
PSYCHOPATHOLOGY,SSCI/SCIE/SCI
PSYCHOPHYSIOLOGY,SSCI/SCIE/SCI
PSYCHOTHERAPY AND PSYCHOSOMATICS,SSCI/SCIE/SCI
PUBLIC CULTURE,SSCI/SCI/AHCI
PUBLIC HEALTH,SSCI/SCIE/SCI
Public Health Ethics,SSCI/SCIE/SCI
Public Health Genomics,SSCI/SCIE/SCI
PUBLIC HEALTH NURSING,SSCI/SCIE/SCI
PUBLIC HEALTH REPORTS,SSCI/SCIE/SCI
PUBLIC UNDERSTANDING OF SCIENCE,SSCI/SCI/AHCI
Qualitative Research in Sport Exercise and Health,SSCI/SCIE/SCI
Quality Management in Health Care,SSCI/SCIE/SCI
QUALITY OF LIFE RESEARCH,SSCI/SCIE/SCI
QUANTITATIVE FINANCE,SSCI/SCIE/SCI
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,SSCI/SCIE/SCI
QUEST,SSCI/SCIE/SCI
RASSEGNA STORICA DEL RISORGIMENTO,SSCI/SCI/AHCI
Recall,SSCI
Recht & Psychiatrie,SSCI/SCIE/SCI
Regional Environmental Change,SSCI/SCIE/SCI
Rehabilitation Nursing,SSCI/SCIE/SCI
REPRESENTATIONS,SSCI/SCI/AHCI
Reproductive Health,SSCI/SCIE/SCI
Research and Theory for Nursing Practice,SSCI/SCIE/SCI
Research in Gerontological Nursing,SSCI/SCIE/SCI
RESEARCH IN NURSING & HEALTH,SSCI/SCIE/SCI
Research Integrity and Peer Review,SSCI/SCIE/SCI
RESEARCH QUARTERLY FOR EXERCISE AND SPORT,SSCI/SCIE/SCI
RESEARCH-TECHNOLOGY MANAGEMENT,SSCI/SCIE/SCI
RETHINKING HISTORY,SSCI/SCI/AHCI
Review of Cognitive Linguistics,SSCI/SCI/AHCI
REVIEW OF RELIGIOUS RESEARCH,SSCI/SCI/AHCI
Review of Symbolic Logic,SCIE/SCI/AHCI
Revista da Escola de Enfermagem da USP,SSCI/SCIE/SCI
Revista de Geografia Norte Grande,SSCI/SCIE/SCI
Revista de Historia Industrial,SSCI/SCI/AHCI
REVISTA DE SAUDE PUBLICA,SSCI/SCIE/SCI
Revista Espanola de Linguistica Aplicada,SSCI/SCI/AHCI
Revista Latino-Americana de Enfermagem,SSCI/SCIE/SCI
Revista Signos,SSCI/SCI/AHCI
Revue d Histoire des Mathematiques,SCIE/SCI/AHCI
Revue Roumaine de Linguistique-Romanian Review of Linguistics,SSCI/SCI/AHCI
Rhetoric Society Quarterly,SSCI/SCI/AHCI
RIDE-The Journal of Applied Theatre and Performance,SSCI/SCI/AHCI
RILCE-Revista de Filologia Hispanica,SSCI/SCI/AHCI
RISK ANALYSIS,SSCI/SCIE/SCI
Risk Management and Healthcare Policy,SSCI/SCIE/SCI
Rivista di Psichiatria,SSCI/SCIE/SCI
RLA-Revista de Linguistica Teorica y Aplicada,SSCI/SCI/AHCI
Romani Studies,SSCI/SCI/AHCI
Rural and Remote Health,SSCI/SCIE/SCI
Rural History-Economy Society Culture,SSCI/SCI/AHCI
Safety and Health at Work,SSCI/SCIE/SCI
Scandia,SSCI/SCI/AHCI
Scandinavian Actuarial Journal,SSCI/SCIE/SCI
Scandinavian Journal of Occupational Therapy,SSCI/SCIE/SCI
SCANDINAVIAN JOURNAL OF PUBLIC HEALTH,SSCI/SCIE/SCI
SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,SSCI/SCIE/SCI
SCHIZOPHRENIA BULLETIN,SSCI/SCIE/SCI
Schizophrenia Research,SSCI/SCIE/SCI
SCIENCE AND ENGINEERING ETHICS,SSCI/SCIE/SCI
SCIENCE AS CULTURE,SSCI/SCI/AHCI
Science & Education,SSCI/SCIE/SCI/AHCI
SCIENCE IN CONTEXT,SSCI/SCIE/SCI/AHCI
Science of Diabetes Self-Management and Care,SSCI/SCIE/SCI
SCIENTOMETRICS,SSCI/SCIE/SCI
SCOTTISH HISTORICAL REVIEW,SSCI/SCI/AHCI
Seminars in Oncology Nursing,SSCI/SCIE/SCI
SEMIOTICA,SSCI/SCI/AHCI
Sexual Health,SSCI/SCIE/SCI
SIAM Journal on Financial Mathematics,SSCI/SCIE/SCI
Signs and Society,SSCI/SCI/AHCI
Sintagma,SSCI/SCI/AHCI
SLAVIC REVIEW,SSCI/SCI/AHCI
Slovo a Slovesnost,SSCI/SCI/AHCI
Social Cognitive and Affective Neuroscience,SSCI/SCIE/SCI
SOCIAL COMPASS,SSCI/SCI/AHCI
Social Epistemology,SSCI/SCI/AHCI
SOCIAL HISTORY OF MEDICINE,SSCI/SCIE/SCI/AHCI
Social Philosophy and Policy,SSCI/SCI/AHCI
SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,SSCI/SCIE/SCI
SOCIAL SCIENCE COMPUTER REVIEW,SSCI/SCIE/SCI
SOCIAL SCIENCE HISTORY,SSCI/SCI/AHCI
SOCIAL SCIENCE & MEDICINE,SSCI/SCIE/SCI
Social Semiotics,SSCI/SCI/AHCI
SOCIAL STUDIES OF SCIENCE,SSCI/SCIE/SCI/AHCI
SOCIETY & ANIMALS,SSCI/SCIE/SCI
SOCIO-ECONOMIC PLANNING SCIENCES,SSCI/SCIE/SCI
SOCIOLOGY OF RELIGION,SSCI/SCI/AHCI
SOCIOLOGY OF SPORT JOURNAL,SSCI/SCIE/SCI
SOUTH AFRICAN HISTORICAL JOURNAL,SSCI/SCI/AHCI
South African Journal of Psychiatry,SSCI/SCIE/SCI
SOUTH ASIA-JOURNAL OF SOUTH ASIAN STUDIES,SSCI/SCI/AHCI
SOUTH ATLANTIC QUARTERLY,SSCI/SCI/AHCI
Southern African Linguistics and Applied Language Studies,SSCI/SCI/AHCI
Space and Culture,SSCI/SCI/AHCI
Spanish in Context,SSCI/SCI/AHCI
Spanish Journal of Psychiatry and Mental Health,SSCI/SCIE/SCI
Spanish Journal of Psychology,SSCI/SCIE/SCI
SPORT EDUCATION AND SOCIETY,SSCI/SCIE/SCI
SPORT PSYCHOLOGIST,SSCI/SCIE/SCI
SSM-Population Health,SSCI/SCIE/SCI
Stata Journal,SSCI/SCIE/SCI
STRESS AND HEALTH,SSCI/SCIE/SCI
STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,SSCI/SCIE/SCI
Studia Logica,SCIE/SCI/AHCI
STUDIES IN CONSERVATION,SCIE/SCI/AHCI
STUDIES IN EAST EUROPEAN THOUGHT,SSCI/SCI/AHCI
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,SSCI/SCIE/SCI/AHCI
STUDIES IN LANGUAGE,SSCI/SCI/AHCI
STUDIES IN PHILOSOPHY AND EDUCATION,SSCI/SCI/AHCI
Substance Abuse,SSCI/SCIE/SCI
Substance Use & Addiction Journal,SSCI/SCIE/SCI
SUBSTANCE USE & MISUSE,SSCI/SCIE/SCI
Survey Methodology,SSCI/SCIE/SCI
Sustainability,SSCI/SCIE/SCI
Syntax-A Journal of Theoretical Experimental and Interdisciplinary Research,SSCI/SCI/AHCI
SYNTHESE,SSCI/SCIE/SCI/AHCI
Target-International Journal of Translation Studies,SSCI/SCI/AHCI
TECHNOLOGY AND CULTURE,SSCI/SCIE/SCI/AHCI
TECHNOVATION,SSCI/SCIE/SCI
TELECOMMUNICATIONS POLICY,SSCI/SCIE/SCI
Television & New Media,SSCI/SCI/AHCI
Telos,SSCI/SCI/AHCI
Terminology,SSCI/SCI/AHCI
Text & Talk,SSCI/SCI/AHCI
Theology and Science,SCIE/SCI/AHCI
THEORETICAL LINGUISTICS,SSCI/SCI/AHCI
THEORY CULTURE & SOCIETY,SSCI/SCI/AHCI
Tijdschrift voor Rechtsgeschiedenis-Revue d Histoire du Droit-The Legal History Review,SSCI/SCI/AHCI
TOBACCO CONTROL,SSCI/SCIE/SCI
Tobacco Induced Diseases,SSCI/SCIE/SCI
TOPIA-Canadian Journal of Cultural Studies,SSCI/SCI/AHCI
Trabajos de Prehistoria,SSCI/SCI/AHCI
Traffic Injury Prevention,SSCI/SCIE/SCI
TRAMES-Journal of the Humanities and Social Sciences,SSCI/SCI/AHCI
Transactions of the Association for Computational Linguistics,SSCI/SCIE/SCI/AHCI
Transgender Health,SSCI/SCIE/SCI
Translational Behavioral Medicine,SSCI/SCIE/SCI
Translation and Interpreting Studies,SSCI/SCI/AHCI
Translation Studies,SSCI/SCI/AHCI
Translator,SSCI/SCI/AHCI
TRANSPORTATION,SSCI/SCIE/SCI
Transportation Letters-The International Journal of Transportation Research,SSCI/SCIE/SCI
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,SSCI/SCIE/SCI
TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,SSCI/SCIE/SCI
TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,SSCI/SCIE/SCI
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,SSCI/SCIE/SCI
TRANSPORTATION SCIENCE,SSCI/SCIE/SCI
Transportmetrica A-Transport Science,SSCI/SCIE/SCI
Transportmetrica B-Transport Dynamics,SSCI/SCIE/SCI
TRAVAIL HUMAIN,SSCI/SCIE/SCI
Turkish Journal of Geriatrics-Turk Geriatri Dergisi,SSCI/SCIE/SCI
Universal Access in the Information Society,SSCI/SCIE/SCI
Urban Design International,SSCI/SCI/AHCI
URBAN FORESTRY & URBAN GREENING,SSCI/SCIE/SCI
Utilities Policy,SSCI/SCIE/SCI
VALUE IN HEALTH,SSCI/SCIE/SCI
VERHALTENSTHERAPIE,SSCI/SCIE/SCI
VIAL-Vigo International Journal of Applied Linguistics,SSCI/SCI/AHCI
WAR IN HISTORY,SSCI/SCI/AHCI
War & Society,SSCI/SCI/AHCI
Water Alternatives-An Interdisciplinary Journal on Water Politics and Development,SSCI/SCIE/SCI
Water Economics and Policy,SSCI/SCIE/SCI
Water Resources and Economics,SSCI/SCIE/SCI
Weather Climate and Society,SSCI/SCIE/SCI
WESTERN JOURNAL OF NURSING RESEARCH,SSCI/SCIE/SCI
Women and Birth,SSCI/SCIE/SCI
Workplace Health & Safety,SSCI/SCIE/SCI
World Englishes,SSCI/SCI/AHCI
Worldviews on Evidence-Based Nursing,SSCI/SCIE/SCI
Wound Management & Prevention,SSCI/SCIE/SCI
ZEITGESCHICHTE,SSCI/SCI/AHCI
ZEITSCHRIFT FUR DIALEKTOLOGIE UND LINGUISTIK,SSCI/SCI/AHCI
ZEITSCHRIFT FUR GERONTOLOGIE UND GERIATRIE,SSCI/SCIE/SCI
ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,SSCI/SCIE/SCI
Zeitschrift fur Sprachwissenschaft,SSCI/SCI/AHCI
ZYGON,SSCI/SCI/AHCI
System,SSCI
Language Learning & Technology,SSCI
Language Learning,SSCI
Applied Linguistics,SSCI
Modern Language Journal,SSCI
Tesol Quarterly,SSCI
Calico Journal,SSCI
Bilingualism-Language And Cognition,SSCI
Studies In Second Language Acquisition,SSCI
Second Language Research,SSCI
Journal Of Second Language Writing,SSCI
Language Teaching Research,SSCI
Reading Research Quarterly,SSCI
Learning And Instruction,SSCI
Computers & Education,SSCI
British Journal Of Educational Technology,SSCI
Educational Technology Research And Development,SSCI
Interactive Learning Environments,SSCI
Journal Of Computer Assisted Learning,SSCI
Internet And Higher Education,SSCI
Educational Research Review,SSCI
Review Of Educational Research,SSCI
American Educational Research Journal,SSCI
Educational Researcher,SSCI
Journal of Interactive Media in Education,ESCI
